ReturnID,OrderID,OrderLineID,ReturnDate,ReturnReason,QuantityReturned
900574,508776,1,2025-08-04,Defective,3
900575,500268,2,2024-02-12,Defective,5
900576,510401,1,2025-11-09,Better Price Found,1
900577,512853,1,2026-04-20,Better Price Found,4
900578,505198,3,2024-12-23,Damaged in Shipping,3
900579,508282,5,2025-07-16,Defective,6
900580,500999,4,2024-03-28,Defective,2
900581,502758,3,2024-08-06,Better Price Found,4
900582,504200,2,2024-11-08,Wrong Item,1
900583,503744,3,2024-10-09,Better Price Found,2
900584,508612,3,2025-07-21,No Longer Needed,1
900585,504843,4,2024-12-14,Wrong Item,6
900586,507781,2,2025-06-17,Wrong Item,1
900587,501771,1,2024-05-15,Damaged in Shipping,3
900588,512882,2,2026-04-13,No Longer Needed,4
900589,511281,3,2025-12-20,No Longer Needed,4
900590,502523,2,2024-07-15,No Longer Needed,2
900591,504069,1,2024-10-14,Better Price Found,3
900592,508502,2,2025-07-22,Better Price Found,4
900593,503231,3,2024-09-10,No Longer Needed,4
900594,507017,2,2025-04-01,No Longer Needed,1
900595,510739,2,2025-12-21,Defective,6
900596,510378,2,2025-11-20,Wrong Item,4
900597,503084,2,2024-08-18,Defective,1
900598,512107,2,2026-02-28,Defective,3
900599,511589,1,2025-12-28,Wrong Item,4
900600,504161,3,2024-11-05,No Longer Needed,3
900601,512404,1,2026-03-18,Wrong Item,2
900602,505400,1,2024-12-15,Wrong Item,2
900603,506485,3,2025-02-20,Wrong Item,2
900604,503729,1,2024-10-03,Defective,1
900605,502809,4,2024-08-01,No Longer Needed,1
900606,512304,4,2026-03-14,No Longer Needed,4
900607,502673,1,2024-07-19,No Longer Needed,6
900608,501597,5,2024-05-15,Wrong Item,1
900609,508892,5,2025-08-06,Better Price Found,2
900610,502268,1,2024-06-14,No Longer Needed,4
900611,509983,1,2025-10-27,Wrong Item,2
900612,512884,3,2026-03-30,Better Price Found,5
900613,502086,5,2024-06-08,Wrong Item,1
900614,504907,3,2024-12-01,Wrong Item,1
900615,501088,2,2024-04-01,Wrong Item,3
900616,506826,2,2025-03-27,No Longer Needed,2
900617,513993,1,2026-07-04,Damaged in Shipping,2
900618,505303,1,2024-12-15,No Longer Needed,3
900619,504409,2,2024-11-10,Better Price Found,2
900620,503866,3,2024-10-01,Wrong Item,1
900621,514164,1,2026-06-25,Better Price Found,2
900622,504668,3,2024-12-07,No Longer Needed,1
900623,509043,1,2025-08-16,No Longer Needed,2
900624,507921,1,2025-06-15,Defective,2
900625,507711,1,2025-05-26,Defective,3
900626,508145,4,2025-06-20,Defective,5
900627,513650,3,2026-05-22,Defective,1
900628,504301,1,2024-11-12,Damaged in Shipping,3
900629,500403,5,2024-02-05,No Longer Needed,1
900630,509073,2,2025-08-14,Wrong Item,3
900631,506414,2,2025-03-03,Damaged in Shipping,4
900632,509017,2,2025-08-16,Defective,2
900633,504717,3,2024-12-06,Damaged in Shipping,5
900634,512084,1,2026-02-21,No Longer Needed,5
900635,511044,1,2025-12-28,Wrong Item,4
900636,506589,5,2025-02-26,Better Price Found,1
900637,503202,5,2024-08-18,No Longer Needed,2
900638,500961,1,2024-03-19,Wrong Item,2
900639,502363,3,2024-06-23,No Longer Needed,1
900640,510736,2,2025-12-02,Damaged in Shipping,6
900641,507518,4,2025-05-01,Damaged in Shipping,3
900642,500196,1,2024-01-25,Defective,1
900643,503363,3,2024-09-20,No Longer Needed,5
900644,501354,4,2024-05-01,Better Price Found,1
900645,500169,1,2024-02-11,Better Price Found,2
900646,505056,1,2024-12-08,Wrong Item,2
900647,507950,4,2025-06-02,Defective,5
900648,504802,2,2024-11-18,Better Price Found,3
900649,513951,3,2026-06-12,Better Price Found,1
900650,514267,3,2026-07-27,Wrong Item,2
900651,511103,2,2025-12-15,Defective,5
900652,508079,5,2025-07-04,Defective,4
900653,504372,2,2024-10-30,Better Price Found,3
900654,507154,2,2025-04-21,Defective,1
900655,511686,1,2026-01-22,No Longer Needed,5
900656,502233,2,2024-06-27,Damaged in Shipping,2
900657,509409,3,2025-09-29,Wrong Item,1
900658,511950,4,2026-01-28,Defective,1
900659,506468,3,2025-02-21,Wrong Item,1
900660,509987,5,2025-11-14,Defective,3
900661,509378,1,2025-09-23,No Longer Needed,4
900662,513079,4,2026-04-16,No Longer Needed,2
900663,501926,1,2024-05-23,Defective,1
900664,502637,1,2024-07-13,Wrong Item,1
900665,510474,5,2025-11-11,No Longer Needed,6
900666,506095,3,2025-01-26,Better Price Found,1
900667,510393,1,2025-12-02,No Longer Needed,5
900668,507591,2,2025-05-11,Better Price Found,1
900669,513506,1,2026-06-01,Damaged in Shipping,5
900670,508775,1,2025-08-06,No Longer Needed,4
900671,501416,2,2024-05-03,Better Price Found,2
900672,506077,4,2025-02-05,Damaged in Shipping,1
900673,501149,2,2024-04-03,No Longer Needed,3
900674,503154,1,2024-08-25,Better Price Found,3
900675,512051,1,2026-02-03,Defective,3
900676,512380,3,2026-03-19,Wrong Item,4
900677,513870,1,2026-07-02,Wrong Item,1
900678,504957,2,2024-11-27,Better Price Found,1
900679,500435,1,2024-02-19,No Longer Needed,3
900680,507783,1,2025-06-11,Defective,1
900681,508467,5,2025-07-15,Defective,5
900682,512201,3,2026-02-22,Wrong Item,4
900683,500565,3,2024-03-07,No Longer Needed,1
900684,514414,5,2026-07-26,Defective,3
900685,505639,3,2025-01-15,No Longer Needed,4
900686,508026,4,2025-06-16,Damaged in Shipping,5
900687,512374,1,2026-03-04,Wrong Item,2
900688,503411,4,2024-09-05,Damaged in Shipping,1
900689,509087,4,2025-09-10,Damaged in Shipping,6
900690,500946,1,2024-03-19,Damaged in Shipping,2
900691,506744,4,2025-03-25,Wrong Item,2
900692,506656,1,2025-03-17,Better Price Found,5
900693,511616,1,2025-12-30,Damaged in Shipping,4
900694,510939,4,2025-12-22,Wrong Item,5
900695,500665,1,2024-03-23,Damaged in Shipping,4
900696,504679,4,2024-12-04,Damaged in Shipping,3
900697,509791,2,2025-10-18,Wrong Item,1
900698,506440,2,2025-02-17,No Longer Needed,4
900699,505550,1,2025-01-06,No Longer Needed,2
900700,504403,3,2024-11-02,Better Price Found,1
900701,501481,1,2024-04-24,Defective,2
900702,505404,3,2025-01-02,Wrong Item,5
900703,506899,2,2025-03-23,Wrong Item,3
900704,513928,1,2026-06-18,Wrong Item,5
900705,506454,4,2025-02-26,Damaged in Shipping,1
900706,509630,1,2025-10-17,Defective,3
900707,502788,5,2024-08-05,Damaged in Shipping,1
900708,505160,2,2024-12-17,No Longer Needed,1
900709,500779,3,2024-03-31,Better Price Found,5
900710,502611,3,2024-07-10,Defective,5
900711,501404,2,2024-04-21,No Longer Needed,5
900712,509868,1,2025-11-07,Damaged in Shipping,4
900713,510422,1,2025-11-16,Wrong Item,1
900714,505242,2,2024-12-26,Defective,2
900715,502134,1,2024-06-10,Better Price Found,4
900716,508417,1,2025-07-12,Wrong Item,4
900717,513051,4,2026-04-28,Wrong Item,1
900718,506218,1,2025-02-02,Defective,5
900719,504135,1,2024-10-13,Better Price Found,1
900720,513974,4,2026-07-09,Better Price Found,3
900721,511490,4,2026-01-20,Better Price Found,4
900722,511089,5,2026-01-05,Defective,4
900723,508093,5,2025-06-13,Better Price Found,4
900724,501283,4,2024-04-29,Wrong Item,1
900725,500389,1,2024-02-29,Defective,6
900726,502447,3,2024-07-19,No Longer Needed,1
900727,503105,3,2024-08-24,Better Price Found,3
900728,508872,1,2025-08-05,Defective,3
900729,510363,3,2025-11-17,Better Price Found,3
900730,505874,4,2025-01-06,Damaged in Shipping,2
900731,505993,3,2025-02-05,Defective,6
900732,510373,4,2025-11-18,Better Price Found,6
900733,505332,3,2024-12-23,No Longer Needed,3
900734,512150,3,2026-02-28,No Longer Needed,6
900735,510096,2,2025-11-15,No Longer Needed,1
900736,509515,2,2025-10-02,Defective,3
900737,501520,5,2024-05-22,Defective,3
900738,508943,2,2025-08-11,Wrong Item,4
900739,507958,1,2025-06-26,Defective,5
900740,504307,1,2024-10-28,Wrong Item,2
900741,504020,1,2024-10-08,Wrong Item,4
900742,514422,5,2026-08-04,Better Price Found,1
900743,508231,1,2025-07-03,No Longer Needed,5
900744,511870,4,2026-02-08,Better Price Found,3
900745,509797,5,2025-10-15,Damaged in Shipping,4
900746,501889,2,2024-06-14,Defective,5
900747,504416,4,2024-11-28,No Longer Needed,3
900748,508965,5,2025-08-25,Better Price Found,2
900749,513211,4,2026-04-27,Wrong Item,4
900750,500562,4,2024-02-26,Wrong Item,4
900751,508893,2,2025-08-20,Defective,5
900752,509427,2,2025-09-26,Wrong Item,4
900753,513416,2,2026-05-15,Better Price Found,5
900754,508330,5,2025-07-14,Damaged in Shipping,5
900755,509686,5,2025-10-18,No Longer Needed,2
900756,505527,4,2024-12-23,Defective,6
900757,513023,3,2026-04-22,No Longer Needed,1
900758,511606,1,2026-01-21,Damaged in Shipping,1
900759,501626,1,2024-05-27,Better Price Found,1
900760,512758,2,2026-04-04,Damaged in Shipping,2
900761,500440,2,2024-02-13,Defective,4
900762,512866,1,2026-04-06,Damaged in Shipping,3
900763,503173,1,2024-08-12,Better Price Found,5
900764,510384,2,2025-11-10,Damaged in Shipping,2
900765,504216,2,2024-11-01,Damaged in Shipping,4
900766,503074,3,2024-08-31,Wrong Item,1
900767,506530,2,2025-03-18,No Longer Needed,5
900768,504141,3,2024-11-02,Better Price Found,2
900769,511721,2,2026-01-24,Defective,4
900770,501258,3,2024-04-13,No Longer Needed,4
900771,511876,4,2026-02-04,No Longer Needed,3
900772,513908,1,2026-06-27,Damaged in Shipping,6
900773,500227,1,2024-01-29,Better Price Found,2
900774,500709,2,2024-03-20,Better Price Found,3
900775,504214,1,2024-10-25,Wrong Item,6
900776,507063,5,2025-04-14,Damaged in Shipping,3
900777,502445,3,2024-07-11,Damaged in Shipping,1
900778,505958,1,2025-01-26,Damaged in Shipping,4
900779,508168,3,2025-06-30,No Longer Needed,3
900780,509039,1,2025-09-05,Damaged in Shipping,1
900781,502497,4,2024-06-29,No Longer Needed,1
900782,505486,1,2025-01-04,Defective,3
900783,501185,4,2024-04-22,Better Price Found,4
900784,505454,2,2025-01-08,Better Price Found,2
900785,500799,2,2024-03-26,Better Price Found,5
900786,503938,5,2024-10-01,Wrong Item,4
900787,507603,3,2025-05-18,Damaged in Shipping,1
900788,510034,1,2025-11-01,Defective,4
900789,503611,3,2024-09-29,Wrong Item,4
900790,513807,5,2026-06-19,Defective,4
900791,512267,4,2026-02-22,Damaged in Shipping,5
900792,500001,3,2024-01-11,Damaged in Shipping,3
900793,504684,1,2024-11-28,Better Price Found,3
900794,501858,1,2024-05-30,No Longer Needed,4
900795,510224,3,2025-11-23,Better Price Found,2
900796,506503,1,2025-02-27,Damaged in Shipping,2
900797,505767,2,2025-01-11,Better Price Found,6
900798,507408,3,2025-04-25,Wrong Item,4
900799,502438,1,2024-07-05,Defective,5
900800,512340,2,2026-03-14,Defective,2
900801,507986,4,2025-06-15,Defective,4
900802,505020,4,2024-11-30,No Longer Needed,5
900803,502021,4,2024-06-07,Better Price Found,4
900804,507802,3,2025-06-17,Defective,2
900805,509172,1,2025-09-14,Better Price Found,2
900806,505188,3,2024-12-18,Better Price Found,1
900807,510276,2,2025-11-06,Better Price Found,5
900808,500098,2,2024-01-31,Defective,3
900809,506461,1,2025-03-06,Wrong Item,3
900810,511195,1,2025-12-13,Damaged in Shipping,1
900811,501914,1,2024-06-14,Defective,6
900812,506921,1,2025-04-05,Damaged in Shipping,1
900813,504628,4,2024-11-18,Defective,4
900814,514362,3,2026-07-27,Damaged in Shipping,6
900815,500248,2,2024-02-08,Better Price Found,3
900816,510594,3,2025-12-13,Defective,1
900817,514403,2,2026-07-25,Defective,1
900818,502807,1,2024-08-09,Damaged in Shipping,5
900819,506242,4,2025-02-23,Defective,2
900820,501433,3,2024-05-14,Defective,5
900821,512157,2,2026-02-19,Wrong Item,5
900822,500341,2,2024-02-22,Damaged in Shipping,4
900823,503943,1,2024-10-15,Damaged in Shipping,1
900824,506163,4,2025-01-29,No Longer Needed,3
900825,507116,1,2025-04-09,Damaged in Shipping,5
900826,506188,2,2025-02-14,Defective,2
900827,500179,1,2024-02-09,No Longer Needed,1
900828,501200,4,2024-04-06,Defective,4
900829,514396,2,2026-07-25,No Longer Needed,6
900830,507592,4,2025-05-31,No Longer Needed,5
900831,509195,1,2025-09-11,Defective,3
900832,505199,2,2024-12-10,No Longer Needed,2
900833,505055,3,2024-12-21,Defective,3
900834,512689,2,2026-03-27,Damaged in Shipping,2
900835,508872,2,2025-08-30,Defective,3
900836,509027,2,2025-08-18,Better Price Found,5
900837,506501,1,2025-02-22,Wrong Item,5
900838,508970,4,2025-08-18,No Longer Needed,2
900839,508689,1,2025-07-24,Defective,1
900840,508868,3,2025-08-15,Defective,1
900841,508215,1,2025-07-14,No Longer Needed,3
900842,511049,5,2025-12-20,No Longer Needed,2
900843,502223,2,2024-06-20,No Longer Needed,4
900844,507294,3,2025-04-19,Better Price Found,3
900845,514543,3,2026-08-14,Damaged in Shipping,3
900846,502529,2,2024-07-16,Better Price Found,2
900847,504420,2,2024-11-28,Defective,2
900848,500845,1,2024-03-23,Better Price Found,6
900849,514553,3,2026-07-31,Wrong Item,1
900850,505216,2,2024-12-30,Damaged in Shipping,3
900851,502078,1,2024-05-30,Wrong Item,5
900852,503443,5,2024-09-09,Better Price Found,4
900853,501899,1,2024-06-08,Better Price Found,5
900854,508449,1,2025-08-03,No Longer Needed,1
900855,510974,1,2025-12-08,Damaged in Shipping,1
900856,500715,3,2024-03-18,Damaged in Shipping,5
900857,507461,2,2025-05-03,Better Price Found,6
900858,503587,2,2024-09-27,Defective,4
900859,514217,2,2026-07-19,No Longer Needed,1
900860,502931,1,2024-07-30,No Longer Needed,6
900861,508081,3,2025-06-28,Better Price Found,2
900862,508146,2,2025-06-29,Defective,1
900863,511371,2,2025-12-25,Damaged in Shipping,1
900864,513557,1,2026-05-29,Wrong Item,3
900865,500786,5,2024-03-07,Wrong Item,6
900866,509963,3,2025-11-09,No Longer Needed,1
900867,502411,5,2024-07-13,Better Price Found,1
900868,512821,1,2026-04-10,Wrong Item,1
900869,501871,3,2024-06-10,Defective,3
900870,501531,5,2024-05-23,Defective,3
900871,504017,2,2024-10-27,No Longer Needed,1
900872,504871,1,2024-12-09,No Longer Needed,5
900873,504881,3,2024-12-16,Better Price Found,4
900874,506033,3,2025-01-27,Damaged in Shipping,6
900875,509155,2,2025-08-26,No Longer Needed,2
900876,504355,2,2024-11-01,Wrong Item,2
900877,510041,3,2025-11-12,Better Price Found,1
900878,514635,4,2026-08-14,Better Price Found,1
900879,510443,3,2025-12-04,Better Price Found,5
900880,502126,2,2024-06-19,Wrong Item,4
900881,504852,5,2024-12-06,Defective,6
900882,511218,1,2025-12-23,Defective,4
900883,500819,4,2024-03-28,Wrong Item,4
900884,507082,4,2025-04-24,Defective,2
900885,513074,5,2026-05-05,No Longer Needed,5
900886,507644,1,2025-05-14,Defective,4
900887,508595,1,2025-07-15,Wrong Item,5
900888,509979,4,2025-10-19,Wrong Item,2
900889,505351,1,2025-01-03,No Longer Needed,3
900890,508171,1,2025-07-04,Better Price Found,2
900891,510048,2,2025-11-05,Defective,3
900892,507727,1,2025-06-01,Wrong Item,1
900893,500199,2,2024-01-30,No Longer Needed,4
900894,509807,2,2025-10-26,Wrong Item,4
900895,508303,2,2025-07-21,Better Price Found,1
900896,501568,3,2024-05-22,Better Price Found,2
900897,513509,2,2026-05-25,Defective,3
900898,501964,2,2024-05-27,Better Price Found,4
900899,504980,3,2024-11-25,Better Price Found,1
900900,511780,4,2026-01-25,Damaged in Shipping,1
900901,502616,1,2024-07-14,Defective,1
900902,502722,2,2024-07-19,Better Price Found,6
900903,511067,3,2025-12-27,Defective,2
900904,505684,4,2025-01-01,Damaged in Shipping,4
900905,514532,2,2026-07-26,Wrong Item,6
900906,512055,1,2026-02-05,No Longer Needed,1
900907,502657,4,2024-07-13,Wrong Item,5
900908,511718,2,2026-01-27,Wrong Item,6
900909,509360,2,2025-10-01,No Longer Needed,1
900910,511539,1,2026-01-10,No Longer Needed,2
900911,511972,3,2026-01-28,Defective,5
900912,505275,2,2024-12-28,Better Price Found,5
900913,503020,2,2024-08-25,Defective,1
900914,510836,4,2025-12-12,Damaged in Shipping,6
900915,511347,3,2025-12-17,Wrong Item,1
900916,508486,2,2025-08-04,Defective,4
900917,510843,5,2025-12-09,Defective,1
900918,513560,4,2026-06-12,Defective,5
900919,505774,4,2025-01-19,Damaged in Shipping,2
900920,514316,2,2026-07-30,Wrong Item,6
900921,502693,4,2024-07-23,No Longer Needed,6
900922,511979,1,2026-02-16,Defective,5
900923,503359,2,2024-08-26,No Longer Needed,6
900924,513648,3,2026-06-12,No Longer Needed,6
900925,511655,1,2026-01-25,Damaged in Shipping,1
900926,504523,3,2024-12-02,Wrong Item,3
900927,512236,4,2026-02-24,Damaged in Shipping,2
900928,507239,5,2025-04-22,Damaged in Shipping,6
900929,511963,3,2026-01-27,Better Price Found,1
900930,513637,4,2026-05-30,Wrong Item,4
900931,511352,1,2026-01-13,Better Price Found,1
900932,506827,1,2025-04-10,Wrong Item,3
900933,511917,5,2026-01-18,Defective,1
900934,507916,2,2025-06-08,No Longer Needed,4
900935,510299,2,2025-11-24,Damaged in Shipping,4
900936,513278,1,2026-05-13,Wrong Item,5
900937,504514,1,2024-11-24,Wrong Item,3
900938,507248,1,2025-04-22,Wrong Item,1
900939,507397,1,2025-05-20,Wrong Item,5
900940,511111,4,2025-12-22,Better Price Found,3
900941,508018,2,2025-06-17,Defective,1
900942,506991,4,2025-03-28,Wrong Item,3
900943,505943,2,2025-01-13,Wrong Item,3
900944,501401,1,2024-04-30,Better Price Found,3
900945,514433,5,2026-07-26,Wrong Item,1
900946,504713,2,2024-11-23,Damaged in Shipping,1
900947,501228,4,2024-04-06,Damaged in Shipping,2
900948,506723,2,2025-03-17,Damaged in Shipping,2
900949,501845,3,2024-06-07,Damaged in Shipping,1
900950,509725,1,2025-10-01,No Longer Needed,1
900951,502705,3,2024-07-12,Damaged in Shipping,2
900952,503253,3,2024-08-23,Better Price Found,5
900953,502861,3,2024-07-28,Wrong Item,3
900954,501481,3,2024-04-27,Defective,6
900955,513518,2,2026-06-03,Better Price Found,5
900956,508844,2,2025-08-27,No Longer Needed,4
900957,503694,4,2024-09-27,No Longer Needed,1
900958,510863,3,2025-12-23,Defective,1
900959,507941,1,2025-06-12,Better Price Found,1
900960,507543,2,2025-05-16,Wrong Item,6
900961,505680,3,2024-12-31,Better Price Found,5
900962,505373,3,2024-12-17,No Longer Needed,1
900963,511640,3,2026-01-04,Damaged in Shipping,3
900964,513802,4,2026-06-27,Damaged in Shipping,5
900965,505671,2,2025-01-18,Defective,4
900966,506927,2,2025-03-26,Defective,1
900967,504863,2,2024-12-04,Wrong Item,2
900968,502204,3,2024-06-20,Wrong Item,5
900969,506234,1,2025-02-17,No Longer Needed,6
900970,502715,3,2024-07-21,Wrong Item,5
900971,504203,3,2024-10-20,No Longer Needed,2
900972,508870,2,2025-08-15,Defective,3
900973,505104,1,2024-12-23,Wrong Item,4
900974,502010,3,2024-05-25,Better Price Found,3
900975,505436,4,2024-12-15,Damaged in Shipping,2
900976,501813,1,2024-06-10,No Longer Needed,4
900977,510801,1,2025-11-27,Defective,4
900978,504969,2,2024-12-23,Wrong Item,3
900979,514314,1,2026-07-25,Defective,1
900980,506468,1,2025-03-11,No Longer Needed,1
900981,514664,2,2026-08-19,No Longer Needed,5
900982,502163,3,2024-06-15,Defective,2
900983,509221,3,2025-09-20,No Longer Needed,4
900984,503733,1,2024-10-05,Better Price Found,3
900985,509535,2,2025-09-27,Damaged in Shipping,6
900986,513989,4,2026-06-28,Damaged in Shipping,3
900987,500369,1,2024-02-06,Wrong Item,5
900988,503687,2,2024-10-07,Better Price Found,2
900989,511924,1,2026-02-11,Defective,1
900990,507197,3,2025-04-09,Better Price Found,3
900991,513344,2,2026-05-02,Wrong Item,5
900992,508526,2,2025-07-30,Defective,4
900993,509191,1,2025-08-30,Better Price Found,4
900994,500939,1,2024-04-04,Defective,2
900995,512894,1,2026-03-30,Wrong Item,1
900996,511586,2,2026-01-16,Better Price Found,1
900997,512148,3,2026-02-17,Wrong Item,5
900998,506852,2,2025-03-26,Better Price Found,3
900999,500087,3,2024-02-04,Defective,1
901000,501199,1,2024-04-30,Damaged in Shipping,3
901001,503452,1,2024-09-07,Damaged in Shipping,6
901002,509900,3,2025-10-26,No Longer Needed,3
901003,509938,4,2025-11-06,Damaged in Shipping,3
901004,505826,3,2025-01-14,Better Price Found,3
901005,504027,2,2024-10-31,Damaged in Shipping,2
901006,506332,3,2025-02-21,No Longer Needed,5
901007,504459,1,2024-11-28,Defective,1
901008,513147,1,2026-04-22,Better Price Found,5
901009,503561,1,2024-09-10,Wrong Item,5
901010,505200,1,2024-12-14,Wrong Item,1
901011,511253,4,2025-12-27,Defective,5
901012,504527,3,2024-11-25,No Longer Needed,1
901013,505294,1,2025-01-01,Damaged in Shipping,3
901014,502344,2,2024-07-13,Defective,2
901015,513415,2,2026-05-17,Better Price Found,3
901016,511591,5,2026-01-22,Defective,3
901017,504323,3,2024-10-25,Damaged in Shipping,4
901018,508444,1,2025-07-24,Better Price Found,3
901019,502983,2,2024-07-29,Defective,6
901020,514407,5,2026-08-07,No Longer Needed,1
901021,508956,2,2025-08-22,Wrong Item,1
901022,506182,1,2025-02-01,Damaged in Shipping,2
901023,501650,3,2024-05-22,Better Price Found,3
901024,503505,2,2024-09-18,Wrong Item,4
901025,506297,1,2025-02-11,Defective,3
901026,502271,3,2024-06-12,Defective,1
901027,501339,1,2024-04-17,Defective,5
901028,513038,2,2026-04-29,Better Price Found,2
901029,501577,3,2024-05-18,No Longer Needed,3
901030,508735,4,2025-08-12,Defective,6
901031,513813,3,2026-06-25,Better Price Found,1
901032,513156,2,2026-04-20,Wrong Item,6
901033,506087,1,2025-01-22,Defective,3
901034,507645,1,2025-05-17,No Longer Needed,1
901035,507937,2,2025-06-27,Defective,2
901036,500117,2,2024-01-14,Defective,5
901037,514269,3,2026-07-03,No Longer Needed,2
901038,509326,1,2025-09-08,Defective,4
901039,507351,1,2025-05-09,Defective,5
901040,505680,1,2025-01-12,Wrong Item,1
901041,500280,4,2024-02-24,Damaged in Shipping,2
901042,504330,2,2024-11-13,Damaged in Shipping,5
901043,508132,1,2025-06-24,Wrong Item,3
901044,500577,3,2024-03-02,Damaged in Shipping,2
901045,506006,1,2025-01-18,Damaged in Shipping,5
901046,503171,1,2024-08-26,Defective,3
901047,503425,3,2024-09-22,No Longer Needed,6
901048,504463,4,2024-12-01,Better Price Found,5
901049,501866,4,2024-05-17,Defective,5
901050,500261,3,2024-01-30,No Longer Needed,4
901051,514516,2,2026-07-19,Defective,6
901052,502072,3,2024-06-05,Damaged in Shipping,4
901053,511221,2,2025-12-20,No Longer Needed,4
901054,504846,5,2024-11-29,No Longer Needed,1
901055,505350,1,2024-12-25,Better Price Found,5
901056,501475,2,2024-04-23,Defective,5
901057,509257,3,2025-09-21,Damaged in Shipping,2
901058,505623,1,2025-01-16,Better Price Found,1
901059,506211,3,2025-02-20,No Longer Needed,2
901060,510290,5,2025-11-20,Damaged in Shipping,2
901061,506406,3,2025-02-15,Better Price Found,3
901062,507571,1,2025-05-06,Better Price Found,4
901063,508111,3,2025-07-07,Wrong Item,3
901064,508766,3,2025-08-16,Defective,1
901065,508217,5,2025-07-15,Defective,1
901066,505275,1,2024-12-08,Defective,3
901067,502798,1,2024-07-22,Wrong Item,1
901068,514644,3,2026-08-03,Defective,2
901069,508283,1,2025-07-07,Wrong Item,3
901070,510119,4,2025-11-24,Damaged in Shipping,5
901071,504884,2,2024-12-02,Damaged in Shipping,2
901072,514506,1,2026-08-09,Wrong Item,4
901073,513269,5,2026-05-14,Wrong Item,6
901074,510452,1,2025-11-29,Defective,1
901075,502701,3,2024-07-11,Defective,6
901076,508829,1,2025-08-21,Wrong Item,2
901077,512270,2,2026-02-16,Wrong Item,1
901078,503325,3,2024-08-22,Better Price Found,5
901079,505769,3,2025-01-08,Damaged in Shipping,3
901080,501784,1,2024-05-14,Defective,5
901081,514595,3,2026-08-22,Wrong Item,1
901082,503943,2,2024-10-20,Better Price Found,1
901083,510484,1,2025-11-14,Defective,5
901084,507744,1,2025-06-02,No Longer Needed,1
901085,512884,1,2026-04-12,Damaged in Shipping,5
901086,514429,1,2026-08-02,Wrong Item,3
901087,500909,3,2024-04-11,Better Price Found,1
901088,505850,3,2025-01-25,Wrong Item,3
901089,506488,1,2025-03-16,Defective,1
901090,513489,2,2026-05-19,No Longer Needed,3
901091,503783,1,2024-09-28,No Longer Needed,5
901092,502610,1,2024-07-09,Better Price Found,4
901093,510267,2,2025-11-24,Damaged in Shipping,2
901094,506786,3,2025-03-14,Damaged in Shipping,4
901095,506988,4,2025-04-19,Better Price Found,4
901096,504583,1,2024-11-08,Defective,5
901097,510619,2,2025-12-10,Wrong Item,1
901098,505683,2,2024-12-27,Better Price Found,2
901099,501179,4,2024-04-17,Wrong Item,1
901100,508423,2,2025-07-12,Damaged in Shipping,1
901101,501239,1,2024-04-07,No Longer Needed,3
901102,507619,1,2025-05-12,No Longer Needed,1
901103,501772,4,2024-06-06,Damaged in Shipping,2
901104,509483,1,2025-10-11,Defective,2
901105,505359,1,2025-01-01,Defective,4
901106,500571,1,2024-03-08,Better Price Found,1
901107,510256,2,2025-11-14,Damaged in Shipping,3
901108,510846,4,2025-12-09,Damaged in Shipping,3
901109,512143,3,2026-02-13,Defective,1
901110,505405,1,2024-12-11,Better Price Found,3
901111,514474,3,2026-07-17,No Longer Needed,6
901112,507491,1,2025-05-09,Defective,4
901113,510067,1,2025-10-25,Defective,3
901114,510055,1,2025-11-01,Defective,5
901115,509775,3,2025-10-10,No Longer Needed,1
901116,510282,2,2025-11-04,Damaged in Shipping,3
901117,509654,2,2025-09-27,Damaged in Shipping,4
901118,504412,4,2024-11-13,Wrong Item,1
901119,511691,2,2026-01-12,Better Price Found,1
901120,505292,3,2024-12-19,Damaged in Shipping,3
901121,506839,3,2025-04-08,Damaged in Shipping,4
901122,509742,2,2025-10-10,No Longer Needed,2
901123,500173,2,2024-01-24,Better Price Found,4
901124,513720,1,2026-06-04,Damaged in Shipping,2
901125,506967,1,2025-04-16,Wrong Item,3
901126,506123,2,2025-02-05,No Longer Needed,6
901127,503769,4,2024-09-25,Wrong Item,3
901128,502587,2,2024-07-04,Damaged in Shipping,6
901129,508665,3,2025-07-27,Better Price Found,5
901130,511812,5,2026-01-14,Better Price Found,5
901131,501632,1,2024-05-10,Damaged in Shipping,1
901132,510435,3,2025-12-04,Damaged in Shipping,1
901133,501879,1,2024-06-02,Damaged in Shipping,3
901134,510748,2,2025-11-30,Damaged in Shipping,2
901135,506387,5,2025-02-19,Better Price Found,3
901136,509854,5,2025-10-10,Better Price Found,3
901137,505104,2,2024-12-21,Better Price Found,2
901138,506197,1,2025-01-24,Wrong Item,3
901139,513086,2,2026-05-06,Wrong Item,6
901140,512302,3,2026-03-05,Wrong Item,6
901141,514280,3,2026-07-20,Wrong Item,6
901142,505330,2,2024-12-23,Better Price Found,4
901143,500957,2,2024-04-03,Damaged in Shipping,1
901144,503280,1,2024-09-05,Better Price Found,6
901145,503011,3,2024-08-19,Defective,2
901146,500498,1,2024-02-25,Damaged in Shipping,2
901147,513551,1,2026-05-29,Defective,3
901148,511904,3,2026-01-31,No Longer Needed,4
901149,513862,2,2026-06-21,Wrong Item,5
901150,501109,3,2024-04-19,Defective,2
901151,505330,4,2024-12-11,Damaged in Shipping,1
901152,501078,2,2024-04-18,No Longer Needed,5
901153,511062,1,2025-12-31,No Longer Needed,5
